no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,market_segment_type,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,0,2,0,386,10,0,0,115.0,1,1
2,0,0,2,1,0,317,9,1,0,120.0,0,1
2,0,1,3,1,0,322,5,0,0,80.0,0,1
1,0,2,1,1,0,93,10,1,0,115.0,0,1
2,0,2,3,1,0,303,8,1,0,78.0,0,1
2,0,2,0,2,0,386,10,0,0,115.0,1,1
1,0,2,1,1,0,1,2,1,0,60.0,0,1
2,1,0,2,1,0,33,3,1,0,143.1,0,1
2,0,0,2,1,0,310,10,1,0,96.3,1,1
1,0,0,1,1,0,14,11,1,0,112.0,1,1
1,0,1,2,1,0,114,7,1,0,75.0,0,1
2,0,0,3,1,0,150,6,0,0,96.0,0,1
2,0,0,3,1,0,173,3,1,0,100.8,2,1
2,0,2,1,1,0,62,4,1,0,118.8,0,1
2,0,1,3,1,0,118,6,1,0,109.86,0,1
2,0,0,1,1,0,4,2,2,0,80.0,0,1
2,0,2,0,1,0,95,11,1,0,84.6,2,1
2,0,0,5,1,0,49,3,1,0,76.33,0,1
3,1,2,1,1,0,24,5,1,0,285.17,0,1
2,0,0,3,1,0,276,9,1,0,116.33,0,1
3,0,2,2,1,0,13,3,1,0,179.5,0,1
1,0,0,1,1,0,210,8,1,0,96.3,0,1
2,0,2,5,1,0,151,9,1,0,126.9,2,1
2,0,2,5,1,0,32,9,1,0,137.52,0,1
2,0,0,3,1,0,130,9,1,0,139.5,2,1
2,0,2,0,2,0,386,10,0,0,115.0,1,1
1,0,0,3,1,0,89,11,1,0,63.75,1,1
2,0,1,2,1,0,231,12,1,0,78.3,2,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
2,0,0,2,2,0,377,10,0,0,115.0,1,1
1,0,2,5,1,0,109,8,1,0,108.9,1,1
2,0,1,3,1,0,48,3,1,0,138.5,1,1
2,0,1,2,2,0,161,3,0,0,130.0,0,1
2,0,0,3,1,0,220,6,1,0,89.27,0,1
2,0,1,0,0,0,93,5,1,0,116.1,0,1
2,0,0,4,0,0,183,10,1,0,80.1,2,1
2,0,1,3,1,0,254,9,1,0,100.3,1,1
2,1,0,2,1,0,186,8,1,0,121.5,0,1
1,0,0,1,1,0,0,9,1,0,133.0,1,1
2,0,0,2,2,0,256,6,0,0,115.0,1,1
3,0,0,4,1,0,137,8,1,0,133.2,0,1
2,0,0,1,1,0,8,4,1,0,146.0,0,1
2,2,1,3,1,0,56,4,1,0,165.33,0,1
2,0,1,2,0,0,10,9,1,0,117.04,1,1
2,0,0,2,2,0,346,9,0,0,115.0,1,1
2,0,2,0,0,0,140,7,1,0,94.5,0,1
1,0,2,4,1,0,69,6,1,0,120.0,0,1
1,1,2,3,1,0,288,10,1,0,55.63,0,1
3,0,0,1,1,0,60,7,1,0,137.7,1,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
2,0,0,3,1,0,11,6,2,0,90.0,0,1
2,0,1,3,1,0,170,7,1,0,90.95,0,1
2,2,0,4,1,0,32,6,1,0,191.7,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
1,0,0,2,1,0,188,6,1,0,130.0,0,1
2,0,2,2,1,0,27,9,1,0,120.9,0,1
1,0,0,3,1,0,198,10,1,0,90.9,0,1
2,0,2,5,1,0,148,6,1,0,79.53,0,1
2,0,1,0,1,0,89,4,1,0,96.3,0,1
2,0,1,0,1,0,258,10,0,0,110.0,0,1
2,0,1,3,0,0,49,10,1,0,108.0,0,1
2,0,0,2,1,0,122,4,0,0,85.0,0,1
3,0,0,4,1,0,61,6,1,0,159.3,1,1
2,0,2,2,1,0,116,3,0,0,59.5,0,1
2,0,0,1,1,0,102,10,1,0,118.8,1,1
2,0,1,0,1,0,52,9,1,0,98.82,0,1
2,0,0,2,1,0,54,9,1,0,123.3,1,1
2,0,0,3,0,0,118,6,1,0,116.1,0,1
2,0,0,4,1,0,36,11,1,0,91.8,1,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,1,4,1,0,275,10,0,0,90.0,0,1
2,0,0,3,1,0,149,6,1,0,129.0,0,1
2,0,0,2,1,0,32,9,1,0,154.0,1,1
1,0,2,4,1,0,69,6,0,0,120.0,0,1
3,0,1,4,1,0,160,8,1,0,130.05,0,1
2,0,0,2,2,0,256,6,0,0,115.0,1,1
3,0,0,3,1,0,63,6,1,0,159.3,0,1
2,0,0,2,1,0,15,2,1,0,91.0,1,1
2,0,1,2,2,0,161,3,0,0,130.0,0,1
2,0,0,1,0,0,139,7,1,0,85.5,0,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,0,1,3,1,0,250,9,0,0,95.0,0,1
2,0,0,2,1,0,245,6,0,0,75.0,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
2,0,0,3,1,0,304,11,1,0,89.0,0,1
2,0,2,1,1,0,178,7,1,0,109.8,1,1
2,0,2,0,2,0,386,10,0,0,115.0,1,1
1,0,0,3,1,0,204,5,0,0,90.0,0,1
2,0,0,2,1,0,263,10,0,0,110.0,0,1
2,0,2,2,0,0,110,4,1,0,76.5,1,1
1,0,0,2,1,0,188,6,1,0,130.0,0,1
2,0,0,2,1,0,308,11,0,0,52.0,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
1,0,1,1,1,0,85,12,1,0,98.0,0,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
2,0,2,2,1,0,241,9,1,0,101.79,1,1
2,0,0,2,1,0,24,4,1,0,117.0,0,1
2,0,2,3,1,0,192,9,0,0,102.0,0,1
2,0,1,5,1,0,129,10,1,0,132.3,0,1
2,0,1,2,1,0,168,4,0,0,85.0,0,1
2,0,1,3,1,0,287,9,1,0,100.3,0,1
2,2,2,3,2,0,5,3,1,0,254.0,0,1
2,0,0,1,1,0,83,10,1,0,118.8,1,1
2,0,1,2,0,0,113,10,1,0,89.4,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
1,1,1,1,2,0,131,7,1,0,164.25,0,1
1,0,0,2,1,0,188,6,1,0,130.0,0,1
2,1,0,1,1,0,28,7,1,0,119.0,0,1
1,0,0,2,1,0,188,6,1,0,130.0,0,1
2,0,1,3,1,0,116,5,1,0,136.0,1,1
2,0,1,0,1,0,71,10,1,0,75.54,0,1
2,0,0,2,1,0,317,9,1,0,120.0,0,1
2,0,0,2,1,0,317,9,0,0,120.0,0,1
2,0,2,1,0,0,60,9,1,0,125.1,1,1
2,0,1,2,0,0,12,4,1,0,122.33,0,1
2,0,0,2,1,0,317,9,1,0,120.0,0,1
2,0,2,3,2,0,164,8,1,0,133.45,0,1
2,0,1,3,0,0,132,5,1,0,89.25,0,1
2,0,1,0,1,0,258,10,0,0,110.0,0,1
2,0,2,2,0,0,22,10,1,0,111.25,1,1
2,0,1,2,2,0,418,9,0,0,107.0,0,1
2,0,2,2,1,0,209,9,1,0,89.2,0,1
1,0,1,2,1,0,10,10,1,0,119.0,0,1
2,0,0,4,1,0,217,5,1,0,90.1,2,1
3,0,2,5,1,0,132,7,1,0,140.27,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,0,1,0,0,139,7,1,0,85.5,0,1
2,0,0,3,1,0,65,9,1,0,136.8,0,1
2,0,2,2,1,0,71,5,1,0,132.6,0,1
1,0,0,3,1,0,113,5,2,0,100.0,0,1
2,0,1,4,1,0,275,10,0,0,90.0,0,1
2,0,1,3,0,0,39,11,1,0,148.0,0,1
1,0,1,0,0,0,15,9,1,0,89.0,0,1
2,2,2,5,1,0,136,5,1,0,170.36,1,1
2,0,0,2,0,0,7,4,1,0,119.0,1,1
3,0,1,3,1,0,42,8,1,0,144.23,0,1
2,0,2,2,1,0,10,3,1,0,148.5,0,1
2,0,1,3,0,0,161,7,1,0,97.75,1,1
2,2,2,5,1,0,110,8,1,0,205.38,2,1
2,0,1,3,1,0,0,4,1,0,116.0,0,1
2,0,0,2,2,0,104,10,0,0,114.0,1,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
2,1,2,1,0,0,45,7,1,0,124.6,1,1
2,0,2,3,1,0,244,10,1,0,85.85,0,1
1,0,0,1,2,0,184,8,1,0,82.12,2,1
2,1,2,5,1,0,54,7,1,0,146.7,0,1
1,0,1,3,2,0,210,10,1,0,0.0,0,1
2,0,1,4,1,0,135,11,1,0,90.0,0,1
2,0,2,5,0,0,148,7,1,0,91.68,0,1
2,0,0,4,0,0,178,8,1,0,89.25,0,1
2,2,1,4,1,0,233,8,1,0,158.95,0,1
1,0,0,2,1,0,45,3,1,0,71.1,0,1
1,0,0,3,1,0,166,11,1,0,110.0,0,1
1,0,0,2,2,0,346,9,0,0,90.0,0,1
2,0,1,2,1,0,58,6,1,0,137.4,0,1
2,0,0,2,1,1,214,8,1,0,105.3,1,1
2,0,0,2,1,0,64,5,1,0,140.4,0,1
3,0,0,3,1,0,7,3,1,0,133.0,0,1
2,0,1,2,0,0,157,10,1,0,108.0,0,1
3,0,0,1,1,0,168,8,1,0,146.7,1,1
2,0,2,3,1,0,276,5,0,0,61.0,0,1
2,0,1,2,1,0,189,10,1,0,109.8,0,1
2,0,1,1,2,0,301,7,0,0,115.0,1,1
1,0,2,2,1,0,4,7,0,0,68.0,0,1
1,0,1,1,0,0,44,11,1,0,87.2,0,1
2,0,2,2,1,0,172,10,1,0,104.4,0,1
2,0,0,2,1,0,211,5,0,0,100.0,0,1
1,0,2,4,1,0,45,4,1,0,113.62,0,1
1,0,2,4,1,0,69,6,0,0,120.0,0,1
3,0,2,5,1,0,4,2,1,0,128.29,1,1
2,0,2,1,2,0,124,8,0,0,94.5,0,1
3,0,2,2,1,0,211,10,1,0,121.55,1,1
1,0,0,2,1,0,5,11,2,0,94.0,0,1
2,0,1,2,2,0,418,9,1,0,107.0,0,1
2,0,3,10,0,0,72,11,1,0,75.82,0,1
2,0,1,5,2,0,107,7,1,0,141.0,0,1
2,0,0,3,1,0,57,6,1,0,117.9,0,1
2,2,0,5,1,0,15,9,1,0,165.0,1,1
2,0,0,1,0,0,24,2,1,0,79.0,0,1
2,0,0,5,1,0,230,9,1,0,137.0,1,1
2,0,0,3,1,0,230,7,1,0,95.75,1,1
2,0,2,1,2,0,117,8,0,0,94.5,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,1,4,0,0,164,8,1,0,89.25,0,1
2,0,0,2,1,0,245,6,0,0,75.0,0,1
1,0,0,1,0,0,196,10,1,0,93.6,1,1
2,0,0,3,1,0,55,3,1,0,99.0,1,1
1,0,0,2,0,0,180,10,1,0,80.1,0,1
2,0,2,2,1,0,81,3,1,0,95.2,0,1
2,0,0,2,2,0,377,10,0,0,115.0,1,1
2,0,0,4,0,0,52,3,1,0,63.75,0,1
2,0,0,3,0,0,221,12,1,0,79.5,2,1
1,0,1,3,1,0,11,5,2,0,121.0,0,1
2,0,0,2,1,0,64,5,2,0,140.0,0,1
3,0,1,4,1,0,124,8,1,0,146.7,0,1
1,0,2,2,1,0,34,10,1,0,139.5,1,1
2,0,0,1,1,0,96,11,1,0,72.25,1,1
2,0,0,3,1,0,12,3,1,0,109.33,0,1
1,0,2,1,1,0,1,2,1,0,60.0,0,1
3,0,1,0,0,0,32,4,1,0,115.1,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
2,0,1,2,1,0,132,8,1,0,96.3,0,1
2,0,0,1,1,0,11,11,1,0,130.0,1,1
2,1,2,5,1,0,177,10,1,0,125.1,1,1
2,0,0,2,1,0,64,6,1,0,126.9,0,1
2,0,1,1,2,0,247,6,0,0,115.0,1,1
2,0,0,2,2,0,102,10,0,0,101.5,0,1
2,0,1,2,2,0,418,9,0,0,107.0,0,1
2,0,3,5,1,0,5,4,1,0,126.75,0,1
1,0,0,2,1,0,8,5,1,0,108.57,0,1
3,0,2,0,1,0,76,9,1,0,207.9,1,1
3,0,1,3,1,0,196,9,1,0,150.45,1,1
2,0,0,3,1,0,159,5,1,0,198.9,0,1
2,0,3,5,1,0,224,8,1,0,72.76,0,1
2,0,0,4,0,0,29,10,1,0,119.0,2,1
2,0,1,2,0,0,128,6,1,0,85.5,0,1
2,0,0,1,1,0,255,6,1,0,80.85,1,1
2,0,2,0,1,0,87,10,1,0,90.9,1,1
2,0,1,1,1,0,123,4,1,0,100.8,1,1
2,0,2,1,1,0,172,5,1,0,115.2,0,1
2,0,1,2,1,0,193,6,0,0,120.0,0,1
2,2,2,2,1,0,34,4,1,0,198.9,0,1
2,0,0,2,0,0,6,2,1,0,79.0,0,1
2,0,1,2,1,0,198,9,0,0,90.0,0,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,1,3,1,0,322,5,0,0,80.0,0,1
2,0,1,2,1,0,191,6,0,0,132.0,0,1
2,0,2,4,0,0,289,12,1,0,70.55,2,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
1,0,1,2,1,0,180,10,0,0,120.0,0,1
2,0,0,3,1,0,213,6,1,0,130.0,0,1
2,0,0,4,0,0,29,3,1,0,73.08,0,1
2,0,0,2,1,0,211,5,0,0,100.0,0,1
2,0,2,3,1,0,185,9,1,0,116.1,2,1
2,0,2,2,1,0,167,7,1,0,105.83,1,1
2,0,2,3,1,0,272,7,1,0,90.1,0,1
2,2,2,2,1,0,12,5,1,0,216.0,0,1
1,0,1,2,1,0,40,10,0,0,75.6,0,1
2,2,2,5,1,0,138,8,1,0,169.88,0,1
3,0,0,2,1,0,204,10,1,0,141.3,0,1
2,0,1,2,1,0,273,5,0,0,95.0,0,1
2,2,2,1,1,0,154,6,1,0,189.9,0,1
2,0,1,1,2,0,301,7,0,0,115.0,1,1
2,1,1,2,1,0,156,7,1,0,121.5,0,1
1,0,2,3,1,0,6,9,1,0,137.0,0,1
2,0,2,3,0,0,15,3,1,0,63.6,0,1
2,0,1,1,0,0,268,10,1,0,95.4,0,1
2,0,0,4,1,0,197,8,1,0,108.45,1,1
2,0,0,1,1,0,221,8,0,0,80.0,0,1
2,0,0,4,1,0,190,6,1,0,90.65,2,1
2,0,2,5,2,0,271,12,1,0,144.63,1,1
2,0,2,6,1,0,159,8,1,0,99.45,0,1
1,0,1,3,1,0,83,6,1,0,104.4,0,1
2,0,0,2,1,0,211,5,0,0,100.0,0,1
3,0,1,2,1,0,35,6,1,0,129.87,0,1
2,0,1,2,2,0,105,10,0,0,110.0,0,1
2,0,2,1,1,0,91,7,1,0,114.3,0,1
2,0,1,2,1,0,27,10,1,0,144.9,0,1
2,0,1,2,1,0,302,9,0,0,100.0,0,1
2,0,0,2,2,0,40,6,1,0,165.6,0,1
2,0,0,5,1,0,227,10,1,0,102.85,2,1
2,0,0,3,1,0,279,10,0,0,110.0,0,1
2,0,0,1,1,0,181,10,1,0,250.0,0,1
2,0,0,2,2,0,292,7,0,0,115.0,0,1
1,0,0,3,1,0,113,5,2,0,100.0,0,1
2,0,1,2,1,0,33,8,1,0,135.9,1,1
1,0,0,3,1,0,308,11,1,0,78.3,2,1
2,0,2,1,1,0,124,7,1,0,118.8,1,1
1,0,0,3,1,0,166,11,0,0,110.0,0,1
2,0,0,3,1,0,217,8,1,0,86.63,0,1
2,0,0,2,1,0,211,5,0,0,100.0,0,1
2,0,1,3,1,0,290,12,1,0,73.95,0,1
2,2,1,2,1,0,133,7,1,0,177.3,0,1
2,0,0,2,2,0,256,6,0,0,115.0,1,1
1,0,0,1,1,0,10,11,1,0,120.0,0,1
2,0,0,1,0,0,6,6,1,0,139.0,0,1
1,0,0,3,1,0,166,11,0,0,110.0,0,1
1,0,1,2,1,0,101,4,0,0,70.0,0,1
2,0,0,1,0,0,11,11,1,0,140.0,1,1
2,0,1,0,0,0,49,7,1,0,93.15,0,1
2,0,2,2,1,0,7,3,1,0,161.0,0,1
2,0,1,2,1,0,198,9,0,0,90.0,0,1
2,0,0,3,0,0,64,4,1,0,94.5,0,1
2,0,0,3,1,0,213,6,0,0,130.0,0,1
2,0,2,0,2,0,275,4,0,0,110.0,0,1
1,0,0,3,1,0,166,11,0,0,110.0,0,1
2,0,0,4,1,0,120,8,1,0,114.3,0,1
2,0,0,2,1,0,317,9,1,0,120.0,0,1
2,1,1,2,1,0,150,10,1,0,135.0,0,1
2,0,0,2,2,0,377,10,0,0,115.0,1,1
2,0,0,3,0,0,43,3,1,0,88.2,0,1
2,0,0,1,1,0,221,8,0,0,80.0,0,1
2,0,0,2,1,0,245,6,0,0,75.0,0,1
2,0,1,3,0,0,57,12,1,0,88.4,0,1
2,0,0,3,0,0,11,6,1,0,139.0,1,1
3,0,0,2,1,0,67,7,1,0,142.2,1,1
2,0,1,0,0,0,54,4,1,0,85.5,0,1
2,0,1,2,2,0,105,10,0,0,110.0,0,1
2,0,0,2,2,0,256,6,0,0,115.0,1,1
1,0,1,1,1,0,54,4,1,0,91.13,0,1
2,0,2,5,1,0,53,9,1,0,131.14,0,1
2,0,4,10,1,0,232,8,1,0,104.13,1,1
2,0,1,2,1,0,193,6,1,0,120.0,0,1
2,0,0,1,3,0,34,9,0,0,206.0,0,1
2,0,1,2,0,0,52,10,1,0,108.0,0,1
2,0,2,4,1,0,188,9,1,0,134.4,1,1
2,0,1,4,0,0,51,11,1,0,88.0,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
2,0,2,0,2,0,386,10,0,0,115.0,1,1
2,0,2,5,1,0,113,7,1,0,105.3,0,1
2,0,0,1,1,0,40,6,1,0,76.92,0,1
2,0,1,2,1,0,193,6,0,0,120.0,0,1
2,0,0,2,1,0,217,9,1,0,126.9,2,1
1,0,2,0,1,0,47,10,1,0,127.0,1,1
2,0,2,3,0,0,92,8,0,0,63.75,0,1
2,0,0,1,1,0,29,5,1,0,156.0,0,1
2,0,1,3,0,0,206,7,1,0,58.14,0,1
2,0,3,7,1,0,200,7,1,0,90.95,1,1
2,0,1,4,1,0,174,7,1,0,90.95,0,1
2,0,0,2,0,0,53,11,1,0,88.0,1,1
2,0,1,3,0,0,157,7,1,0,91.38,0,1
2,2,1,1,1,0,5,8,1,0,162.0,1,1
2,0,1,1,1,0,174,10,0,0,70.0,0,1
2,0,1,2,2,0,47,10,1,0,153.0,1,1
2,0,2,2,1,0,153,8,1,0,96.3,0,1
2,0,1,4,1,0,275,10,1,0,90.0,0,1
2,0,0,3,1,0,11,4,1,0,143.33,0,1
2,0,0,4,0,0,177,8,1,0,82.88,0,1
3,0,1,2,2,0,161,3,0,0,130.0,0,1
2,0,0,2,2,0,292,7,0,0,115.0,0,1
2,0,2,3,1,0,276,5,0,0,61.0,0,1
2,0,1,1,1,0,180,7,1,0,96.3,0,1
2,0,2,1,0,0,205,8,1,0,94.5,1,1
2,0,1,1,2,0,247,6,0,0,115.0,1,1
1,0,0,2,1,0,181,10,0,0,120.0,0,1
2,0,1,2,1,0,159,9,0,0,144.0,0,1
2,0,0,3,1,0,271,9,0,0,101.33,1,1
2,0,2,3,1,0,71,6,1,0,107.1,0,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,0,2,2,0,273,7,0,0,109.0,0,1
2,0,0,2,2,0,239,6,0,0,112.2,0,1
1,0,0,1,1,0,5,6,2,0,95.0,0,1
2,0,2,3,0,0,308,12,1,0,71.91,0,1
1,0,2,1,1,0,1,2,0,0,60.0,0,1
2,0,1,5,1,0,79,4,1,0,96.62,1,1
2,1,1,2,1,0,91,5,1,0,140.4,0,1
2,0,1,2,2,0,105,10,0,0,110.0,0,1
2,0,1,2,1,0,159,9,0,0,144.0,0,1
1,0,6,14,1,0,4,2,1,0,108.35,0,1
2,0,0,3,1,0,172,8,1,0,102.3,0,1
2,0,0,2,2,0,273,7,0,0,109.0,0,1
2,0,1,3,1,0,37,8,1,0,135.9,0,1
2,0,0,1,0,0,31,4,1,0,94.5,0,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
1,0,2,4,1,0,245,7,0,0,110.0,0,1
2,0,2,3,1,0,224,9,1,0,109.31,1,1
2,0,1,3,0,0,183,10,1,0,85.5,0,1
2,0,0,2,1,0,10,4,1,0,131.0,1,1
2,0,2,1,2,0,110,7,0,0,94.5,0,1
2,1,0,1,1,0,91,10,1,0,121.5,2,1
2,0,1,5,1,0,123,9,1,0,143.1,1,1
2,2,0,1,1,0,131,7,1,0,177.3,0,1
1,0,2,1,1,0,163,10,1,0,115.0,0,1
1,0,0,1,1,0,18,5,1,0,156.0,0,1
1,0,0,2,2,0,346,9,0,0,90.0,0,1
2,1,0,3,2,0,142,8,1,0,175.65,0,1
1,0,2,1,1,0,67,3,0,0,72.08,0,1
2,0,0,3,1,0,65,9,1,0,136.8,0,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
2,0,0,2,0,0,46,2,1,0,72.0,1,1
2,0,1,3,2,0,210,10,0,0,86.0,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
1,0,1,0,1,0,76,10,0,0,120.0,0,1
2,0,0,2,1,0,231,8,1,0,86.63,0,1
2,0,1,1,2,0,247,6,0,0,115.0,0,1
2,2,1,3,1,0,44,9,1,0,187.11,0,1
2,0,0,2,1,0,74,10,1,0,132.3,0,1
2,0,0,3,0,0,217,8,1,0,88.5,0,1
2,0,0,3,1,1,247,9,1,0,115.2,2,1
2,0,0,1,1,0,74,7,1,0,127.8,0,1
2,0,2,5,1,0,170,9,1,0,114.04,0,1
2,0,2,3,1,0,62,7,1,0,76.5,1,1
3,0,2,2,1,0,23,11,1,0,154.0,0,1
2,0,2,1,0,0,19,10,1,0,116.1,0,1
2,0,0,1,1,0,71,6,1,0,126.9,0,1
1,0,0,2,1,0,181,10,0,0,120.0,0,1
2,0,0,2,2,0,239,6,0,0,112.2,0,1
3,0,1,2,1,0,245,10,1,0,128.7,0,1
3,0,2,5,1,0,165,8,1,0,137.34,0,1
2,0,2,2,1,0,81,3,0,0,65.0,0,1
2,0,0,5,2,0,230,9,1,0,137.0,0,1
2,0,0,3,1,0,92,7,1,0,121.8,0,1
1,0,0,1,1,0,59,4,1,0,85.5,0,1
2,0,0,2,2,0,292,7,0,0,109.0,0,1
1,0,2,4,1,0,69,6,0,0,120.0,0,1
2,0,1,1,2,0,301,7,0,0,115.0,1,1
3,0,2,2,1,0,16,7,1,0,180.5,0,1
2,0,2,2,1,0,60,3,1,0,75.0,0,1
2,1,2,3,1,0,92,8,1,0,134.1,1,1
1,0,0,1,1,0,47,4,1,0,99.9,0,1
3,0,0,2,1,0,179,10,1,0,141.3,0,1
2,0,0,1,0,0,22,6,1,0,129.0,0,1
2,0,0,1,1,0,443,4,0,0,65.0,0,1
2,0,1,1,2,0,59,6,1,0,153.09,1,1
2,1,1,3,1,0,49,3,1,0,108.8,1,1
2,0,0,2,1,1,219,9,1,0,145.1,1,1
2,0,0,2,1,0,317,9,1,0,120.0,0,1
2,0,1,0,0,0,53,9,1,0,125.1,1,1
2,0,1,2,0,0,16,6,1,0,129.0,0,1
2,0,0,2,1,0,74,10,1,0,132.3,0,1
2,0,2,2,1,0,172,6,1,0,100.3,1,1
2,0,0,4,1,0,72,3,1,0,78.2,1,1
1,0,2,5,0,0,101,7,1,0,103.5,0,1
1,0,0,1,1,0,18,5,1,0,135.0,0,1
2,0,0,1,0,0,29,2,1,0,75.0,0,1
2,0,2,5,1,0,181,8,1,0,112.2,1,1
2,0,2,0,2,0,275,4,0,0,110.0,0,1
1,0,0,2,1,0,103,4,0,0,115.0,0,1
1,0,1,4,1,0,15,4,1,0,133.2,0,1
2,0,1,2,1,0,77,7,1,0,76.5,1,1
2,0,1,1,1,0,32,5,1,0,117.9,0,1
2,0,0,2,2,0,346,9,0,0,115.0,1,1
2,0,2,0,1,0,146,4,0,0,95.0,0,1
3,0,0,4,1,0,109,8,1,0,152.1,0,1
1,0,0,2,1,0,103,4,0,0,115.0,0,1
2,0,2,1,1,0,154,7,1,0,111.3,1,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,1,2,2,0,105,10,0,0,110.0,0,1
2,0,0,2,2,0,377,10,0,0,115.0,1,1
2,0,0,4,1,0,17,4,1,0,133.5,0,1
1,0,1,1,1,0,45,11,1,0,86.4,0,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
1,0,4,8,1,0,307,12,1,0,73.95,0,1
2,0,0,1,1,0,443,4,0,0,65.0,0,1
2,0,1,2,0,0,17,3,1,0,97.0,0,1
2,0,0,3,1,0,304,11,1,0,89.0,0,1
2,0,1,2,1,0,66,10,1,0,75.0,0,1
1,0,2,2,1,0,162,10,0,0,115.0,0,1
1,0,2,1,1,0,116,2,1,0,61.0,0,1
2,0,0,4,1,0,14,8,1,0,148.5,0,1
2,0,0,1,0,0,3,4,1,0,89.0,0,1
1,0,3,7,1,0,11,11,1,0,76.93,1,1
2,0,1,1,1,0,62,4,1,0,140.4,0,1
2,0,2,2,1,0,190,5,1,0,100.3,0,1
2,0,1,2,1,0,21,8,1,0,151.0,0,1
3,0,2,0,1,0,45,5,1,0,168.3,0,1
2,0,0,3,1,0,147,8,1,0,76.5,0,1
1,0,0,3,1,0,13,8,1,0,80.0,1,1
2,2,0,2,1,0,22,5,1,0,221.0,1,1
2,0,1,2,1,0,168,4,1,0,85.0,0,1
2,0,1,0,1,0,5,8,1,0,167.0,0,1
2,0,1,1,2,0,301,7,0,0,115.0,1,1
2,0,0,3,1,0,178,8,1,0,96.3,0,1
2,0,0,2,1,0,40,10,1,0,139.5,0,1
2,0,2,5,1,0,85,4,1,0,90.95,0,1
3,1,0,2,1,0,49,7,1,0,159.3,0,1
2,0,0,3,1,0,106,3,1,0,96.3,1,1
2,0,2,1,1,0,252,10,1,0,106.3,0,1
2,0,1,2,1,0,78,3,0,0,100.0,0,1
2,0,2,1,2,0,131,8,0,0,94.5,0,1
1,0,0,2,1,0,96,7,1,0,68.0,1,1
2,0,2,0,1,0,40,4,1,0,114.3,0,1
2,1,2,4,1,0,199,12,1,0,98.18,0,1
2,0,0,4,1,0,253,5,0,0,90.0,0,1
2,0,0,3,0,0,37,12,1,0,120.0,0,1
2,0,0,3,1,0,8,6,1,0,159.33,1,1
2,2,0,1,1,0,76,8,1,0,207.9,0,1
2,0,1,2,1,0,280,9,0,0,110.0,0,1
3,0,2,4,1,0,104,7,1,0,139.2,0,1
2,0,0,2,1,0,63,11,1,0,97.2,1,1
1,0,0,1,1,0,18,5,1,0,135.0,0,1
2,0,1,2,1,0,133,8,0,0,86.36,0,1
2,0,0,4,0,0,154,10,1,0,108.0,1,1
2,1,0,3,1,0,86,12,1,0,122.0,0,1
1,0,2,4,1,0,30,2,1,0,73.42,0,1
2,0,0,2,0,0,30,5,1,0,98.1,1,1
2,0,0,4,1,0,77,3,1,0,95.7,2,1
2,0,2,1,0,0,67,4,1,0,85.5,0,1
2,0,0,4,2,0,296,9,1,0,117.0,1,1
1,0,0,2,1,0,0,9,1,0,133.0,0,1
1,0,0,1,1,0,47,4,1,0,99.9,0,1
2,0,0,2,1,0,192,6,0,0,110.0,0,1
2,1,2,5,1,0,237,12,1,0,80.26,0,1
2,0,2,1,2,0,117,8,0,0,94.5,0,1
2,0,2,0,1,0,146,4,0,0,95.0,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,2,3,1,0,276,5,0,0,61.0,0,1
2,0,2,2,1,0,78,10,1,0,132.3,0,1
2,0,2,2,1,0,32,12,1,0,104.0,0,1
2,0,0,3,1,0,279,10,0,0,110.0,0,1
2,0,0,3,1,0,229,10,1,0,70.44,0,1
2,0,0,3,1,0,213,6,0,0,130.0,0,1
2,0,0,3,1,0,76,4,1,0,106.5,1,1
2,0,1,0,1,0,62,9,1,0,109.8,0,1
2,0,0,4,1,0,256,8,1,0,90.95,0,1
1,0,2,3,1,0,192,9,0,0,102.0,0,1
